Just Another Julep, Death & Co, 2 sprigs of Mint, 2 ounces Buffalo Trace Bourbon, .25 ounce Rich Demerara Syrup, .5 ounce Gosling's Black Seal Rum, Bouquet of Mint (Garnish),,,,,,,,,
Jovencourt Daiquiri, Death & Co, 2 ounces Barbancourt White Rum, .25 ounce Del Maguey Vida Mezcal, .75 ounce Lime Juice, .75 ounce Simple Syrup,,,,,,,,,,
Julius Orange, Death & Co, 2 ounces Pierre Ferrand Dry Curaçao, .5 ounce Cruzan Single-Barrel Rum, .5 ounce Lemon Juice, 1 teaspoon Vanilla Syrup, .5 ounce Heavy Cream, 1 dash House Orange Bitters, Nutmeg (Garnish),,,,,,,
Joaquín's Daiquiri, Death & Co, 1 ounce Appleton Estate V/X Rum, 1 ounce Scarlet Ibis Rum, 1 ounce Lime Juice, .5 ounce Rich Demerara Syrup,,,,,,,,,,
Joker's Wild, Death & Co, .5 ounce La Diablada Pisco, 1.5 ounces Zoco Pacharán Navarro Liqueur, 2 dashes Vieux Pontarlier Absinthe, .75 ounce Lemon Juice, .5 ounce Simple Syrup, .25 ounce Vanilla Syrup, Club Soda,,,,,,,
Julien Sorel, Death & Co, .5 ounce Courvoisier Cognac, .5 ounce Green Chartreuse, .5 ounce Luxardo Maraschino Liqueur, .5 ounce Lemon Juice, Dry Champagne, Lemon Peel,,,,,,,,
Extra-Dry Gin Martini, The Craft of the Cocktail, 1 dash Dry Vermouth, 3 ounces Gin, Olive (Garnish), Lemon Peel (Garnish),,,,,,,,,,
Extra-Dry Vodka Martini, The Craft of the Cocktail, 1 dash Dry Vermouth, 3 ounces Vodka, Olive (Garnish), Lemon Peel (Garnish),,,,,,,,,,
Espresso Cocktail, The Craft of the Cocktail, .75 ounce Kahlúa, .75 ounce Vodka, 1 ounce Espresso, 1 ounce Heavy Cream (Optional), rim of Brown Sugar (Garnish),,,,,,,,,
Electric Iced Tea, The Craft of the Cocktail, .5 ounce Bourbon Whiskey, .5 ounce Vodka, .5 ounce Gin, .5 ounce Triple Sec, 3-4 ounces Coca-Cola, 2  wedges Lemon,,,,,,,,
English Bishop, The Craft of the Cocktail, 4 whole oranges of Orange Juice, .5 cup Sugar, 1 stick Cinnamon, 3 whole Cloves, 1 bottle of Dry Red Wine,,,,,,,,,
Elk's Own, The Craft of the Cocktail, 1 ounce Canadian Whiskey, 1 ounce Port, .5 ounce Lemon Juice, .25 ounce Simple Syrup, 1 small Egg White,,,,,,,,,
Edith's Fizz, The Craft of the Cocktail, 1.5 ounces Lille Blanc, .5 ounce Maraschino Liqueur, 4 ounces Orange Juice, 2 ounces Soda Water,,,,,,,,,,
Embassy Cocktail, The Craft of the Cocktail, .75 ounce Brandy, .75 ounce Cointreau, .75 ounce Appleton Jamaican Rum, .5 ounce Lime Juice, Dash Angostura Bitters, piece of Lime (Garnish),,,,,,,,
Dusty Rose, The Craft of the Cocktail, 1 ounce Cherry Brandy, .5 ounce White Crème De Cacao, 2 ounces Heavy Cream,,,,,,,,,,,
Eastern Manhattan, The Craft of the Cocktail, 2.5 ounces Suntory Royal Japanese Whisky, .25 ounce Pernod, .5 ounce Sweet Vermouth, Cherry (Garnish),,,,,,,,,,
Jive Turkey, Death & Co, .75 ounce Buffalo Trace Bourbon, .5 ounce Rittenhouse 100 Rye Whiskey, .5 ounce Old Overholt Rye Whiskey, .75 ounce Amaro Ciociaro, .75 ounce Dolin Dry Vermouth, .25 ounce St-Germain, 1 dash Angostura Bitters,,,,,,,
Dubonnet Cocktail, The Craft of the Cocktail, 1.5 ounces Red Dubonnet, 1.5 ounces Gin, Lemon Peel (Garnish),,,,,,,,,,,
Jillian's Daiquiri, Death & Co, .75 ounce Flor De Caña Extra-Dry White Rum, .75 ounce El Dorado 3-Year Rum, .5 ounce Banks 5-Island White Rum, 1 ounce Lime Juice, .5 ounce Rich Cane Sugar Syrup, Wedge of Lime (Garnish),,,,,,,,
Jelly Roll Morton, Death & Co, 1.5 ounces Hine H Cognac, .5 ounce Dried Currant-Infused Wild Turkey Rye Whiskey, .75 ounce Sandeman Ruby Port, .5 ounce Simple Syrup, 1 Egg Yolk, .5 ounce Heavy Cream, 1 dash Angostura Bitters,,,,,,,
Jarnac Shrub, Death & Co, 2 ounces Hine H Cognac, 1 ounce Carpano Antica Formula Vermouth, 1 ounce Toby's Sour Cherry Shrub, 1 dash House Orange Bitters, 3 skewered Brandied Cherry (Garnish),,,,,,,,,
Javanese Daiquiri, Death & Co, 1 ounce Van Oosten Batavia Arrack, 1 ounce Scarlet Ibis Rum, 1 ounce Toby's Lime Cordial, 3 fresh Curry Leaf, Wedge of Lime (Garnish),,,,,,,,,
Jekyll And Hyde, Death & Co, 1.5 ounces Eagle Rare 10-Year Bourbon, .5 ounce Laird's Bonded Apple Brandy, .5 teaspoon Cinnamon Bark Syrup, 1 teaspoon Rich Demerara Syrup, 2 dashes Bitter Truth Aromatic Bitters, 2 dashes Angostura Bitters, Lemon Peel (Garnish), Orange Peel (Garnish),,,,,,
Jesper Lind, Death & Co, 1.5 ounces Beefeater London Dry Gin, .75 ounce Lustau East India Solera Sherry, .5 ounce Linie Aquavit, 1 teaspoon Vanilla Syrup, 1 dash House Orange Bitters,,,,,,,,,
Jalisco Swizzle, Death & Co, 1.5 ounces Siembra Azul Blanco Tequila, .5 ounce Del Maguey Vida Mezcal, .75 ounce Lime Juice, .5 ounce Rich Cane Sugar Syrup, 2 dashes Angostura Bitters, Wheel of Lime (Garnish),,,,,,,,
Jack Sparrow Flip, Death & Co, 2 ounces Flor De Caña 7-Year Rum, .75 ounce Sandeman Rainwater Madeira, .75 ounce Rich Demerara Syrup, 1 whole Egg, 2 dashes Fee Brothers Whiskey Barrel-Aged Bitters, Cinnamon (Garnish),,,,,,,,
Jane Rose, Death & Co, 1 ounce Laird's Bonded Apple Brandy, .5 ounce Lemon Juice, .5 ounce Toby's Lime Cordial, .5 ounce Grenadine, Dry Champagne,,,,,,,,,
Irish Seelbach, Death & Co, 1 ounce Clontarf 1014 Irish Whiskey, .5 ounce Cointreau, 4 dashes House Peychaud's Bitters, 4 dashes Angostura Bitters, Dry Champagne, Orange Peel (Garnish),,,,,,,,
Dry Martini (Cold-War Era), The Craft of the Cocktail, 3 dashes Dry French Vermouth, 2 ounces Gin, Pitted Cocktail Olive (Garnish),,,,,,,,,,,
Iron Chancellor, Death & Co, 2 ounces Mackeson Stout, .25 ounce Espresso-Infused Demerara Syrup, Dry Champagne,,,,,,,,,,,
In-Sandiary, Death & Co, Rim with Spicy Sugar (Garnish), Rim with Salt (Garnish), 2 ounces Siembra Azul Blanco Tequila, 2 ounces Watermelon Juice, .5 ounce Lime Juice, .25 ounce Simple Syrup,,,,,,,,
Dubliner, The Craft of the Cocktail, 1 ounce Irish Whiskey, 1 ounce Irish Mist, Whipped Cream (unsweetened),,,,,,,,,,,
Dry Manhattan, The Craft of the Cocktail, 2 ounces Rye Whiskey, 1 ounce Dry Vermouth, 2 dashes Angostura Bitters, Lemon Peel (Garnish),,,,,,,,,,
Dreamy Dorini Smoky Martini, The Craft of the Cocktail, Pernod, 2.5 ounces Gin, splash of Laphraoig Islay Whisky, Lemon Peel (Garnish),,,,,,,,,,
Douglas Fairbanks, The Craft of the Cocktail, 1.5 ounces Gin, 1 ounce Marie Brizard Apry, .5 ounce Lime Juice, .75 ounce Egg White,,,,,,,,,,
D.O.M. Cocktail, The Craft of the Cocktail, 2 ounces Gin, 1 ounce Orange Juice, .5 ounce Bénédictine, Flamed Orange Peel (Garnish),,,,,,,,,,
Di Saronno Punch, The Craft of the Cocktail, 1.5 ounces Amaretto Di Saronno, .25 ounce Curaçao, 2 ounces Orange Juice, 2 ounces Pineapple Juice, 1 lime Lime Juice, Dash Angostura Bitters, Soda Water, slice Orange (Garnish), Cherry (Garnish),,,,,
Dirty Vodka Martini, The Craft of the Cocktail, Dash Dry French Vermouth, 3 ounces Vodka, .25 ounce Olive Brine, Pitted Cocktail Olive (Garnish),,,,,,,,,,
Dirty Texas Tea, The Craft of the Cocktail, .5 ounce Tequila, .25 ounce Vodka, .25 ounce White Rum, .5 ounce Triple Sec, 1 ounce Orange Juice, 3-4 ounces Coca-Cola, .5 ounce Simple Syrup (Optional), wedge Lemon (Garnish),,,,,,
Dirty White Mother, The Craft of the Cocktail, 1.5 ounces Brandy, 1 ounce Kahlúa, 1.5 ounces Heavy Cream,,,,,,,,,,,
Hyde Park Swizzle, Death & Co, 3 or 4 sprigs Mint, 2 ounces Plymouth Gin, .75 ounce Lime Juice, .75 ounce Simple Syrup, 2 dashes Angostura Bitters, 2 dashes Peychaud's Bitters, Sprig of Mint (Garnish),,,,,,,
Dirty Mother, The Craft of the Cocktail, 1.5 ounces Brandy, 1 ounce Kahlúa,,,,,,,,,,,,
Imperial March, Death & Co, 1.5 ounces Martin Miller's Westbourne-Strength Gin, 1 ounce Alvear Festival Pale Cream Sherry, .75 ounce Cocchi Americano, 1 teaspoon Luxardo Maraschino Liqueur, 1 dash House Orange Bitters, Grapefruit Peel (Garnish),,,,,,,,
Howl On The Hill, Death & Co, 1.5 ounces El Dorado 15-Year Rum, .5 ounce Santa Teresa 1796 Rum, .75 ounce Carpano Antica Formula Vermouth, .5 ounce Fernet-Branca, .25 ounce Yellow Chartreuse, 1 dash Vieux Pontarlier Absinthe,,,,,,,,
Imaginary Grace, Death & Co, 2 ounces Siete Leguas Reposado Tequila, 1 ounce Morenita Cream Sherry, .5 teaspoon Clear Creek Pear Brandy, .5 teaspoon Carpano Antica Formula Vermouth, .5 teaspoon Agave Nectar, 1 dash Bittermens Xocolatl Mole Bitters, 1 dash Angostura Bitters,,,,,,,
Howlin' At The Moon, Death & Co, Lemon Peel, 2 ounces Bols Barrel-Aged Genever, 2 teaspoons Marie Brizard White Crème De Cacao, .5 teaspoon Rich Cane Sugar Syrup, 2 dashes Bittercube Cherry Bark & Vanilla Bitters, Orange Peel (Garnish),,,,,,,,
House Of Payne, Death & Co, 3 Raspberry, 1.5 ounces Beefeater London Dry Gin, 1 ounce Plymouth Sloe Gin, 1 ounce Campari, Raspberry (Garnish),,,,,,,,,
Hot Lips, Death & Co, Rim with Kosher Salt (Garnish), .75 ounce Jalapeño-Infused Siembra Azul Blanco Tequila, .75 ounce Los Amantes Joven Mezcal, .5 ounce Lemon Juice, .5 ounce Pineapple Juice, .5 ounce Vanilla Syrup, 1 teaspoon Rich Cane Sugar Syrup,,,,,,,
Dirty Gin Martini, The Craft of the Cocktail, Dash Dry French Vermouth, 3 ounces Gin, .25 ounce Olive Brine, Pitted Cocktail Olive (Garnish),,,,,,,,,,
Hostage Situation, Death & Co, 2 ounces Ransom Old Tom Gin, .5 ounce Coffee-Infused Carpano Antica Formula Vermouth, .5 ounce Carpano Antica Formula Vermouth, .25 ounce Rhum Clément Créole Shrubb, 2 dashes Regans' Orange Bitters, 1 dash Angostura Bitters, Orange Peel (Garnish),,,,,,,
Honshu Punch, Death & Co, 2 ounces Yamazaki 12-Year Japanese Whisky, .75 ounce Lemon Juice, .5 ounce Pineapple Juice, .5 ounce Rich Cane Sugar Syrup, 2 dashes Fee Brothers Whiskey Barrel-Aged Bitters, 2 dashes Bitter Truth Aromatic Bitters, 1 ounce Club Soda,,,,,,,
Devil's Torch, The Craft of the Cocktail, 1.5 ounces Vodka, 1.5 ounce Dry French Vermouth, 3 dashes Grenadine, Lemon Peel (Garnish),,,,,,,,,,
Deshler Cocktail, The Craft of the Cocktail, 1.5 ounces Red Dubonnet, 1.5 ounces Rye Whiskey, .25 ounce Cointreau, Dash Angostura Bitters, Orange Peel (Garnish),,,,,,,,,
Desert Healer, The Craft of the Cocktail, 1.5 ounces Gin, .5 ounce Peter Heering Cherry Heering, 1.5 ounces Orange Juice, 4 ounces Ginger Ale, Orange Peel (Garnish), Cherry (Garnish),,,,,,,,
Derby Cocktail, The Craft of the Cocktail, half a quartered Peach, Several leaves of Mint, .25 ounce Fee Brothers Peach Bitters, 2.5 ounces Gin, Sprig of Mint (Garnish),,,,,,,,,
Hoi Polloi, Death & Co, 1 ounce Hine H Cognac, .5 ounce Dried Currant-Infused Wild Turkey Rye Whiskey, .5 ounce Marie Brizard White Crème De Cacao, 1 ounce Pineapple Juice, .75 ounce Lemon Juice, .5 ounce Simple Syrup, 1 dash Angostura Bitters, Wedge of Pineapple (Garnish),,,,,,
Honeysuckle, Death & Co, 2 ounces Flor De Caña Extra-Dry White Rum, .75 ounce Lime Juice, .75 ounce Acacia Honey Syrup, Wedge of Lime (Garnish),,,,,,,,,,
Debonaire Cocktail, The Craft of the Cocktail, 2.5 ounces Highlands Malt Scotch Whisky, .75 ounce Canton Ginger Liqueur,,,,,,,,,,,,
Head Spin, Death & Co, 1.5 ounces Cabeza Blanco Tequila, .5 ounce Santa Teresa Orange Liqueur, .75 ounce Lime Juice, .5 ounce Orange Juice, .75 ounce Kumquat Cordial, .25 ounce Vanilla Syrup, splash of Club Soda, Wheel of Lime (Garnish),,,,,,
Hispaniola, Death & Co, 2 ounces Summer Royale Tea-Infused Flor De Caña White Rum, .75 ounce Lime Juice, .5 ounce Rich Cane Sugar Syrup, .25 ounce Ginger Syrup, Wheel of Lime (Garnish),,,,,,,,,
Heart-Shaped Box, Death & Co, 1 Strawberry, 2 ounces Hine H Cognac, .75 ounce St-Germain, .75 ounce Lemon Juice, .25 ounce Cinnamon Bark Syrup, .5 teaspoon Aged Balsamic Vinegar, 1 dash Angostura Bitters, 0.5 Strawberry (Garnish),,,,,,
Headstone, Death & Co, 2 ounces Suntory Hakushu 12-Year Japanese Whisky, .5 ounce Mandarine Napoléon Liqueur, .25 ounce Rhum Clément Créole Shrubb, .25 ounce Rich Cane Sugar Syrup, 2 dashes House Orange Bitters, 1 dash Angostura Bitters,,,,,,,,
Hanky-Panky, Death & Co, 2 ounces Fords Gin, .5 ounce Contratto Americano Rosso Vermouth, .5 ounce Carpano Antica Formula Vermouth, .25 ounce Fernet-Branca, Lemon Peel (Garnish),,,,,,,,,
Hallyday, Death & Co, Vieux Pontarlier Absinthe, 1.5 ounces Hine H Cognac, .5 ounce Dolin Dry Vermouth, .5 ounce Royal Combier Liqueur, 1 teaspoon Clear Creek Pear Brandy, 1 dash Angostura Bitters, Lemon Peel (Garnish),,,,,,,
Have At It, Death & Co, 1.5 ounces Williams & Humbert Dry Sack Medium Sherry, .75 ounce Fords Gin, .75 ounce Grapefruit Juice, .5 ounce Lemon Juice, .75 ounce Simple Syrup, 1 dash Angostura Bitters, Club Soda, Wedge of Orange (Garnish),,,,,,
Hadley's Tears, Death & Co, 1 ounce Appleton Estate V/X Rum, 1 ounce Bols Genever, 1 teaspoon Galliano Ristretto, .5 teaspoon St. George Absinthe, .25 ounce Rich Cane Sugar Syrup, 1 dash Bitter Truth Aromatic Bitters, Orange Peel (Garnish),,,,,,,
D'Artagnan, The Craft of the Cocktail, 1 teaspoon Armagnac, 1 teaspoon Grand Marnier, 3 teaspoons Orange Juice, .5 teaspoon Simple Syrup, 3 ounces Champagne, thin strips Orange Peel,,,,,,,,
Dark And Stormy II, The Craft of the Cocktail, 1 ounce Myers's Dark Rum, 1 ounce Light Rum, 2 ounces Ginger Beer, 2 ounces Orange Juice, 2 ounces Pineapple Juice, wedge Lime (Garnish),,,,,,,,
Dark And Stormy, The Craft of the Cocktail, 2 ounces Gosling's Or Myers's Dark Rum, 5 ounces Ginger Beer, wedge Lime,,,,,,,,,,,
Danish Mary, The Craft of the Cocktail, 1.5 ounces Aquavit, 2 dashes Worcestershire Sauce, 4 dashes Tabasco Sauce, pinch of Salt, pinch of Pepper, .25 ounce Lemon Juice, 4 ounces Tomato Juice,,,,,,,
Dale's Ultimate Mango-Rita, The Craft of the Cocktail, 2 slices sweet Mango, .5 ounce Triple Sec, .5 ounce Simple Syrup, 1.5 ounces 100% Blue Agave Tequila, .75 ounce Lime Juice, Thin wheel of Lime (Garnish), Salt (Garnish),,,,,,,
Dale's Orangesicle, The Craft of the Cocktail, .75 ounce Orange Vodka, .75 ounce Vanilla Vodka, .75 ounce Cointreau, 1.5 ounces Orange Juice, Pinch of Cinnamon (Garnish),,,,,,,,,
Daiquiri, The Craft of the Cocktail, 1.5 ounces Light Rum, 1 ounce Simple Syrup, .75 ounce Lime Juice,,,,,,,,,,,
Cupid's Cocktail, The Craft of the Cocktail, 1 ounce Peter Heering Cherry Heering, 1 ounce Peachtree Schnapps, 4 ounces Orange Juice, Slice Orange (Garnish), slice Cherry (Garnish),,,,,,,,,
Dale's Julep, The Craft of the Cocktail, 3 tender sprigs of Mint, 2 slices Sweet Georgia Peach, .5 ounce Marie Brizard Peach Liqueur, 2 ounces Bourbon Whiskey,,,,,,,,,,
Dale's Absolutely Guaranteed Aphrodisiac, The Craft of the Cocktail, 1 ounce Grand Marnier, 1 ounce Cachaça,,,,,,,,,,,,
Grouse Rampant, Death & Co, 2 ounces Fuji Apple-Infused Famous Grouse Scotch, .75 ounce Lemon Juice, .25 ounce Acacia Honey Syrup, .25 ounce Cinnamon Bark Syrup, 1 Egg White, House Peychaud's Bitters (Garnish),,,,,,,,
Gypsy Eyes, Death & Co, Green Chartreuse, 1.5 ounces Beefeater London Dry Gin, .5 ounce Aperol, .5 ounce Lime Juice, .5 ounce Grapefruit Juice, .25 ounce Simple Syrup,,,,,,,,
Guns And Rosé, Death & Co, 1.5 ounces Old Grand-Dad 114 Bourbon, 1 ounce Lillet Rosé, 1 teaspoon Rich Cane Sugar Syrup, 2 dashes House Peychaud's Bitters, Grapefruit Peel,,,,,,,,,
Green Flash, Death & Co, 1.5 ounces Rhum Jm 100-Proof Agricole Blanc, .25 ounce Vieux Pontarlier Absinthe, .75 ounce Lemon Juice, .5 ounce Acacia Honey Syrup, Dry Champagne, Brandied Cherry (Garnish),,,,,,,,
Green And Red, Death & Co, 3 wheels of Cucumber, 1 ounce Siete Leguas Blanco Tequila, 1 ounce Jalapeño-Infused Siembra Azul Blanco Tequila, .75 ounce Cocchi Americano, .75 ounce Dolin Dry Vermouth, .25 ounce Alvear Festival Pale Cream Sherry, Ribbon of Cucumber (Garnish),,,,,,,
Granny's Daiquiri, Death & Co, 2 ounces Granny Smith Apple-Infused Rhum Barbancourt, .75 ounce Lime Juice, .75 ounce Simple Syrup, Wedge of Lime (Garnish),,,,,,,,,,
Good Humor, Death & Co, 1 Strawberry, 1 ounce Bols Genever, .5 ounce Bols Barrel-Aged Genever, .5 ounce Elijah Craig 12-Year Bourbon, .5 teaspoon Merlet Crème De Fraise Des Bois Strawberry Liqueur, .5 ounce Lemon Juice, .5 ounce Orgeat, .25 ounce Vanilla Syrup, .5 ounce Heavy Cream, Strawberry (Garnish),,,,
Great Northern, Death & Co, 2 ounces Linie Aquavit, .75 ounce Lillet Blanc, .5 ounce Cointreau, .75 ounce Lemon Juice, .5 ounce Acacia Honey Syrup, 2 crescents of Orange (Garnish),,,,,,,,
Grand Street, Death & Co, Grapefruit Peel, 2 ounces Beefeater London Dry Gin, .75 ounce Punt E Mes, .25 ounce Cynar, 1 teaspoon Luxardo Maraschino Liqueur,,,,,,,,,
Woolworth, PDT, 2 oz. Compass Box Asyla Blended Scotch Whisky, 1 oz. Lustau Manzanilla Sherry, .5 oz. Bénédictine, 2 dashes House Orange Bitters,,,,,,,,,,
Wrong Aisle, PDT, St. Germain-Elderflower Liqueur, 2 oz. Laird's Bonded Apple Brandy, 1 oz. Lillet Rouge, .25 oz. Quince Shrub (Huilerie Beaujolaise Vinaigre De Coing), 1 dash Fee Brothers Whiskey Barrel-Aged Bitters,,,,,,,,,
Gonzalez, Death & Co, 2 ounces Beefeater London Dry Gin, .75 ounce Punt E Mes, .25 ounce Luxardo Maraschino Liqueur, 2 dashes Bitter Truth Aromatic Bitters,,,,,,,,,,
Golden Gate, Death & Co, .75 ounce Grand Marnier, .5 ounce Bénédictine, .5 ounce Campari, .75 ounce Grapefruit Juice, .5 ounce Lime Juice, Lime Peel (Garnish),,,,,,,,
White Birch Fizz, PDT, 1.5 oz. Plymouth Gin, .75 oz. Lemon Juice, .5 oz. Strega Liqueur, .5 oz. Rothman & Winter Orchard Apricot Liqueur, 1 Egg White, 2 oz. Club Soda,,,,,,,,
Witch's Kiss, PDT, 2 oz. José Cuervo Platino Tequila, .75 oz. Lemon Juice, .5 oz. Strega Liqueur, 1 barspoon Red Jacket Orchards Apple Butter,,,,,,,,,,
Widow's Kiss, PDT, 2 oz. Laird's Bonded Apple Brandy, .25 oz. Yellow Chartreuse, .25 oz. Bénédictine, 2 dashes Angostura Bitters,,,,,,,,,,
Weeski, PDT, 2 oz. Jameson 12-Year-Old Irish Whiskey, .75 oz. Lillet Blanc, .5 oz. Cointreau, 2 dashes House Orange Bitters,,,,,,,,,,
Wellington Fizz, PDT, 2 oz. 42 Below Kiwi Vodka, 1 oz. Heavy Cream, .75 oz. Lime Juice, .5 oz. Boiron Passion Fruit Purée, .5 oz. Kassatly Chtaura Orgeat, 1 Egg White, 1 oz. Club Soda,,,,,,,
Water Lily, PDT, .75 oz. Plymouth Gin, .75 oz. Rothman & Winter Crème De Violette, .75 oz. Cointreau, .75 oz. Lemon Juice,,,,,,,,,,
Vieux Mot, PDT, 1.5 oz. Plymouth Gin, .75 oz. Lemon Juice, .5 oz. St. Germain Elderflower Liqueur, .5 oz. Simple Syrup,,,,,,,,,,
Velvet Club, PDT, 1 oz. Hine V.S.O.P. Cognac, .5 oz. Lillet Blanc, .5 oz. Marie Brizard White Crème De Cacao, 1 oz. Moët Imperial Champagne,,,,,,,,,,
Vauvert Slim, PDT, Laphroaig 10-Year-Old Single Malt Scotch Whisky, 2 oz. Grapefruit Juice, 1 oz. Green Chartreuse, .5 oz. Lime Juice, 7 Leaves of Mint, 1 Egg White,,,,,,,,
Cuba Libre, The Craft of the Cocktail, 2 ounces Rum, Coca-Cola, wedge Lime,,,,,,,,,,,
Crawdaddy, The Craft of the Cocktail, 1.5 ounces Stolichnaya Vodka, 5 ounces Lemonade, Splash of Soda Water, slice Lemon (Garnish),,,,,,,,,,
Cosmopolitan Delight, The Craft of the Cocktail, 1.5 ounces Brandy, .5 ounce Curaçao, .5 ounce Simple Syrup, .75 ounce Lemon Juice, .25 ounce Orgeat, Splash of Red Wine, Fruit (Garnish),,,,,,,
Cosmalize, The Craft of the Cocktail, 1.5 ounces Alizé Gold Passion, 1 ounce Citrus Vodka, 1 ounce Cranberry Juice, .25 ounce Lemon Juice,,,,,,,,,,
Corpse Reviver, The Craft of the Cocktail, 1 ounce Gin, .5 ounce Cointreau, .5 ounce Lille Blanc, .75 ounce Lemon Juice, dash Absinthe,,,,,,,,,
Cosmopolitan, The Craft of the Cocktail, 1.5 ounces Citron Vodka, .5 ounce Cointreau, .25 ounce Lime Juice, 1 ounce Cranberry Juice, Flamed Orange Peel (Garnish),,,,,,,,,
Gin Hound, Death & Co, 2 ounces Tanqueray London Dry Gin, .5 ounce Celery Juice, .5 ounce Lime Juice, .5 ounce Acacia Honey Syrup,,,,,,,,,,
Cooperstown, The Craft of the Cocktail, 2 sprigs of Mint, .5 ounce Sweet Vermouth, .5 ounce Dry Vermouth, 2 ounces Gin,,,,,,,,,,
Ginger Snap, Death & Co, 1.5 ounces Pierre Ferrand Ambre Cognac, .5 ounce Smith & Cross Rum, .5 ounce Rhum Clément Créole Shrubb, .75 ounce Lemon Juice, .25 ounce Cinnamon Bark Syrup, .25 ounce Ginger Syrup,,,,,,,,
Glandula Del Mono, Death & Co, 2 ounces Siembra Azul Blanco Tequila, 2 dashes Vieux Pontarlier Absinthe, .5 ounce Lemon Juice, .5 ounce Orange Juice, .5 ounce Grenadine,,,,,,,,,
Get Lucky, Death & Co, 3 Blackberry, 2 ounces Flor De Caña Extra-Dry White Rum, .75 ounce Lemon Juice, .25 ounce Ginger Syrup, .25 ounce Orgeat, .25 ounce Acacia Honey Syrup, House Peychaud's Bitters (Garnish),,,,,,,
Gilda Cocktail, Death & Co, 2 ounces Siembra Azul Blanco Tequila, .5 ounce Pineapple Juice, .5 ounce Lime Juice, .5 ounce Cinnamon Bark Syrup, Wheel of Lime (Garnish),,,,,,,,,
Frisco Club, Death & Co, 2 ounces Plymouth Gin, .5 ounce Solerno Blood Orange Liqueur, .25 ounce Fernet-Branca, .75 ounce Grapefruit Juice, .25 ounce Lime Juice, .5 ounce Simple Syrup, Grapefruit Peel,,,,,,,
Fresa Brava, Death & Co, 1 Strawberry, 2 ounces Jalapeño-Infused Siembra Azul Blanco Tequila, .75 ounce Yellow Chartreuse, .75 ounce Lemon Juice, .5 ounce Simple Syrup,,,,,,,,,
French 75, Death & Co, 1.5 ounces Plymouth Gin, .75 ounce Lemon Juice, .5 ounce Rich Cane Sugar Syrup, Dry Champagne, Lemon Peel (Garnish),,,,,,,,,
Vaccari, PDT, 1.5 oz. Chamomile-Infused Compass Box Asyla Blended Scotch Whisky, .75 oz. Dolin Dry Vermouth, .5 oz. Galliano L'Autentico, 1 dash The Bitter Truth Grapefruit Bitters, 1 dash The Bitter Truth Lemon Bitters,,,,,,,,,
Up To Date, PDT, 2 oz. Wild Turkey Rye Whiskey, .75 oz. Lustau Manzanilla Sherry, .5 oz. Grand Marnier, 2 dashes Angostura Bitters,,,,,,,,,,
Triborough, PDT, 2 oz. Wild Turkey Rye Whiskey, .5 oz. Clear Creek Kirschwasser, .5 oz. Punt E Mes, .5 oz. Amaro Ciociaro, 1 dash Angostura Bitters,,,,,,,,,
T & T, PDT, 1.5 oz. Tamarind Purée, 1 oz. Siembra Azul Blanco Tequila, 1 oz. Sombra Mezcal, .5 oz. Bénédictine, 2 dashes Angostura Bitters,,,,,,,,,
Tommy's Margarita, PDT, 2 oz. L & J Blanco Tequila, 1 oz. Lime Juice, 1 oz. Agave Syrup,,,,,,,,,,,
Ti-Punch, PDT, 2 oz. Neisson Rhum Réserve Spéciale, 1 barspoon Martinique Sugar Cane Syrup, 1 Disc of Lime,,,,,,,,,,,
Trident, PDT, 1.5 oz. Krogstad Aquavit, 1.5 oz. Lustau Manzanilla Sherry, .75 oz. Cynar, 2 dashes Fee Brothers Peach Bitters,,,,,,,,,,
Tipperary Cocktail, PDT, Green Chartreuse, 2 oz. Black Bush Irish Whiskey, 1 oz. Carpano Antica Sweet Vermouth,,,,,,,,,,,
There Will Be Blood, PDT, 2 oz. Old Grand-Dad Bonded Bourbon Whiskey, .75 oz. Godiva Original Liqueur, .75 oz. Blood Orange Juice,,,,,,,,,,,
Tao Of Pooh, PDT, 2 oz. Liquiteria Coconut Water, 1.5 oz. 42 Below Manuka Honey Vodka, .25 oz. Galliano L'Autentico, 2 dashes The Bitter Truth Lemon Bitters,,,,,,,,,,
Colorado Bulldog, The Craft of the Cocktail, 1.5 ounces Kahlúa, 3 ounces Milk, 3 ounces Coca-Cola,,,,,,,,,,,
Coffee Nudge, The Craft of the Cocktail, 1 ounce Brandy, .5 ounce Dark Crème De Cacao, .5 ounce Coffee Liqueur, Hot Coffee, Whipped Cream (unsweetened),,,,,,,,,
Colony Room Cocktail, The Craft of the Cocktail, dash Ricard, 2 ounces Gin, 2 dashes Noilly Prat Dry Vermouth, 1 dash Angostura Bitters,,,,,,,,,,
Coctel Algeria, The Craft of the Cocktail, .75 ounce Pisco, .75 ounce Cointreau, .75 ounce Apricot Brandy, 1 ounce Orange Juice, Flamed Orange Peel (Garnish),,,,,,,,,
Coffee Cocktail, The Craft of the Cocktail, 1 ounce Brandy, 1 ounce Ruby Port, 1 small Egg, .5 teaspoon Sugar, Nutmeg (Garnish),,,,,,,,,
Club Cocktail, The Craft of the Cocktail, 2 ounces Brandy, .5 ounce Maraschino Liqueur, .5 ounce Pineapple Juice, 2 dashes Peychaud's Bitters, Lemon Peel (Garnish), 1 Strawberry (Garnish),,,,,,,,
